[ 3058567734, 506984521 ]
[ 1348028846, 3668374687 ]
[ 2251157534, 1103446206 ]
[ 614254851, 2344707480 ]
[ 3606506278, 1256996822 ]
[ 2071177469, 1323391049 ]
[ 2714566832, 575279557 ]
[ 2900160142, 910261825 ]
[ 3793654098, 4083260732 ]
[ 1903327009, 315556643 ]
[ 3252073869, 2734031137 ]
[ 742913038, 3953272386 ]
[ 1870924627, 1764519461 ]
[ 1204852571, 2706157657 ]
[ 1051215542, 4082327404 ]
[ 2644265674, 3319545839 ]
[ 3154156323, 3404149222 ]
[ 1705369329, 2348050392 ]
[ 3350190778, 351127526 ]
[ 2400692805, 1287207908 ]
[ 3341078306, 2465310832 ]
[ 1435317229, 597727174 ]
[ 3051453631, 3888992986 ]
[ 1642815258, 965055627 ]
[ 3245021038, 711226113 ]
[ 1519241366, 285463046 ]
[ 3499052184, 1699964889 ]
[ 2174178951, 1531388384 ]
[ 2841175934, 1410005407 ]
[ 1894613859, 4234361415 ]
[ 1214327106, 3261215156 ]
[ 1234611835, 3857852153 ]
[ 1473296753, 3865639628 ]
[ 1449971615, 1350747323 ]
[ 91529710, 687732197 ]
[ 2562648481, 4117988574 ]
[ 1910008558, 3887550657 ]
[ 25856829, 1036834662 ]
[ 3574183335, 2825826644 ]
[ 1651823768, 1918918049 ]
[ 1166371601, 4215043758 ]
[ 1180485929, 3081074971 ]
[ 1655929951, 2042761676 ]
[ 3954762970, 3085369035 ]
[ 1933309523, 786213567 ]
[ 2196352625, 2334465870 ]
[ 858984717, 2489932529 ]
[ 372565380, 2320467523 ]
[ 1410246931, 1454009313 ]
[ 2242498531, 3954199569 ]
[ 2600913353, 2326452670 ]
[ 3033660287, 1535569145 ]
[ 3821692945, 2211570391 ]
[ 1998648015, 528702245 ]
[ 1932784078, 642784474 ]
[ 73748799, 3018569420 ]
[ 857087237, 3192989366 ]
[ 499712902, 4118262990 ]
[ 592790076, 3398804540 ]
[ 2843833989, 3473740687 ]
[ 3777068134, 3312834073 ]
[ 3881651320, 2931507633 ]
[ 4215812384, 211283599 ]
[ 1018846366, 1892361326 ]
[ 513158843, 2981847467 ]
[ 3223347015, 3723852305 ]
[ 2539747055, 3978667803 ]
[ 4106467988, 1516583497 ]
[ 2003503760, 2552639650 ]
[ 3954625269, 2543386709 ]
[ 2286018935, 1617348714 ]
[ 446849604, 64472605 ]
[ 119063723, 1533969778 ]
[ 2751487894, 779594611 ]
[ 2260752864, 3098538014 ]
[ 2058618974, 990266291 ]
[ 1039056647, 3639669507 ]
[ 866393059, 1299939961 ]
[ 3313828081, 1499351057 ]
[ 619018847, 3655341604 ]
[ 193618190, 3087930006 ]
[ 1454651167, 570250905 ]
[ 2187000139, 354844038 ]
[ 2757246406, 1241300288 ]
[ 725056805, 222113765 ]
[ 816587829, 1425388365 ]
[ 3719081274, 1835186949 ]
[ 2536061105, 3824494349 ]
[ 3050330094, 3821928759 ]
[ 3872743479, 629616199 ]
[ 4001561802, 1196927107 ]
[ 1135897297, 625651793 ]
[ 4015709807, 2513212377 ]
[ 152239889, 1483127551 ]
[ 4073661892, 4271508210 ]
[ 549145288, 94651879 ]
[ 68508155, 1918266957 ]
[ 3973049701, 3348241527 ]
[ 3844453415, 2935215319 ]
[ 1166203481, 1906711988 ]
[ 364808865, 3340463739 ]
[ 3351277132, 3127799071 ]
[ 1193906902, 3916143473 ]
[ 2134682487, 3899376696 ]
[ 3795052600, 42583893 ]
[ 1138618587, 2466725347 ]
[ 219836399, 3418146618 ]
[ 4039904710, 3518158512 ]
[ 1199089828, 3259530439 ]
[ 306408499, 2459420146 ]
[ 134446650, 3199259808 ]
[ 1218058891, 4038251033 ]
[ 3982217866, 3192688499 ]
[ 4240561831, 1383841241 ]
[ 609985508, 3074923047 ]
[ 2599884211, 518568704 ]
[ 1943682379, 2780234033 ]
[ 4041136886, 592322689 ]
[ 3313549012, 3735462723 ]
[ 1701205308, 4184390199 ]
[ 892766942, 1849990992 ]
[ 3735442943, 2269488364 ]
[ 401285850, 3684911540 ]
[ 3195091408, 1743995603 ]
[ 2013441124, 2987590365 ]
[ 957930438, 4038077758 ]
[ 3991871277, 2945339086 ]
[ 2433957115, 3088522485 ]
[ 2101828439, 1568775021 ]
[ 2024378084, 363085028 ]
[ 524091207, 2337492117 ]
[ 4044910227, 4095430862 ]
[ 2896447785, 1092571966 ]
[ 1201269819, 1077097578 ]
[ 1682340148, 991121857 ]
[ 2428393389, 4005205903 ]
[ 308588366, 526618255 ]
[ 3008691775, 625214695 ]
[ 960171334, 4158609133 ]
[ 270452271, 90416402 ]
[ 2323277633, 193457625 ]
[ 2152986547, 2695782001 ]
[ 1325196421, 50309281 ]
[ 1072706711, 3628163786 ]
[ 2906938016, 2651683656 ]
[ 3186636382, 1193704999 ]
[ 1877537279, 1807303919 ]
[ 2559758914, 2850967563 ]
[ 3037755962, 1855730927 ]
[ 3939520463, 201548986 ]
[ 1822750434, 1610014000 ]
[ 377466797, 1076787653 ]
[ 2042001635, 24942397 ]
[ 3534741000, 2392886175 ]
[ 870865743, 2882894776 ]
[ 3446773047, 2103447057 ]
[ 2382008968, 3383820349 ]
[ 2606083381, 510275405 ]
[ 2970286992, 611581552 ]
[ 2921970121, 3757141714 ]
[ 2004970931, 3456805317 ]
[ 690123178, 976937500 ]
[ 1670911043, 2785895018 ]
[ 2807308400, 2704711690 ]
[ 2787619029, 3372459547 ]
[ 2219673391, 290853754 ]
[ 216413886, 403598352 ]
[ 3440467048, 908140130 ]
[ 1940193606, 753867339 ]
[ 3320480843, 707278974 ]
[ 4163908527, 317843239 ]
[ 61359897, 3074908046 ]
[ 2138727097, 2297684206 ]
[ 3141725540, 1577906327 ]
[ 3491547458, 152667905 ]
[ 1231506032, 341669201 ]
[ 3709247482, 3646299604 ]
[ 744871624, 522014640 ]
[ 3612110094, 1998525520 ]
[ 1759001818, 3232847901 ]
[ 803411551, 2455713462 ]
[ 2744454706, 3914743619 ]
[ 2520773603, 3974424178 ]
[ 3989700723, 3754137273 ]
[ 331146386, 3860990573 ]
[ 2743391757, 221552137 ]
[ 2346883261, 2484223426 ]
[ 3702006239, 2796324528 ]
[ 970072634, 308424419 ]
[ 2744351087, 3762477405 ]
[ 4129422968, 3716895985 ]
[ 2113200529, 4202500960 ]
[ 2795268920, 1190978821 ]
[ 3361725637, 1154443714 ]
[ 533897604, 2172020395 ]
[ 4094258366, 4145348904 ]
[ 3503382026, 3460762474 ]
[ 2960775486, 934730573 ]
[ 4080747141, 2912215257 ]
[ 734932091, 562137871 ]
[ 3554551356, 1874134387 ]
[ 1517940144, 618779488 ]
[ 2512168901, 2235459784 ]
[ 1029693560, 1847252637 ]
[ 4148978586, 780376199 ]
[ 2567827088, 2756110219 ]
[ 2786598290, 3304220232 ]
[ 299545859, 3951688670 ]
[ 1200366008, 2209759907 ]
[ 4165260453, 3446799007 ]
[ 2880410227, 532376596 ]
[ 3844743824, 903169850 ]
[ 1398670437, 328106336 ]
[ 3048150153, 3564384107 ]
[ 593759533, 1862901107 ]
[ 2690995173, 431965542 ]
[ 561678930, 2741600135 ]
[ 1874130302, 989283205 ]
[ 1352875056, 4107514111 ]
[ 3147946478, 1559281067 ]
[ 1525296405, 2392233423 ]
[ 1573874412, 1835115215 ]
[ 949974711, 2063829070 ]
[ 1073666248, 3930131305 ]
[ 3586744766, 3785474654 ]
[ 2484728246, 3075570515 ]
[ 1961677738, 4251183064 ]
[ 506148992, 4126571086 ]
[ 2601415605, 3165661889 ]
[ 2452293075, 688095944 ]
[ 430499140, 2285292492 ]
[ 3679580325, 1927284456 ]
[ 2579337247, 2576021111 ]
[ 3854377320, 2081914842 ]
[ 2771210447, 3567376931 ]
[ 1832497590, 3598206691 ]
[ 2335271775, 4127496399 ]
[ 3355928830, 2151417660 ]
[ 1209658603, 634308407 ]
[ 3158891409, 2140220858 ]
[ 2176503543, 2149535376 ]
[ 558968494, 506592855 ]
[ 120941425, 3343766590 ]
[ 3271506550, 811376158 ]
[ 1303883504, 2781290750 ]
[ 87775243, 65425634 ]
[ 2929569595, 1387387502 ]
[ 1240150584, 2357927710 ]
[ 2698795063, 1918725645 ]
[ 4121393728, 4086022809 ]
[ 2787382963, 2422122668 ]
[ 3199747018, 1412166638 ]
[ 3233883459, 2607876231 ]
[ 2415677470, 2123020061 ]
[ 3610557508, 493401418 ]
[ 1413085922, 533097256 ]
[ 3845224402, 3732815875 ]
[ 1380486357, 1732950644 ]
[ 1809866725, 3960372332 ]
[ 2799278055, 3031784441 ]
[ 2930591176, 1904158056 ]
[ 2464807354, 3980315841 ]
[ 790658146, 1975283245 ]
[ 3820071412, 2431889430 ]
[ 604212004, 4271751890 ]
[ 4203614205, 466033941 ]
[ 1420291749, 66279057 ]
[ 514643809, 2426342471 ]
[ 1186477205, 1709904430 ]
[ 309696907, 4140914643 ]
[ 1426972512, 2681486145 ]
[ 4252161303, 737820750 ]
[ 4216589798, 3601108581 ]
[ 1179860470, 3027020568 ]
[ 3227482867, 13396838 ]
[ 933222705, 2065393547 ]
[ 3928459801, 2419611554 ]
[ 591858794, 2838295262 ]
[ 427002878, 3384929236 ]
[ 3505221445, 3789843578 ]
[ 1590122664, 3985337227 ]
[ 1103117865, 3827946219 ]
[ 3568836503, 2037358357 ]
[ 317073952, 4021090056 ]
[ 522702689, 2809085375 ]
[ 2202211351, 1307886198 ]
[ 1131515294, 2488957123 ]
[ 2188595220, 3316380472 ]
[ 3793434636, 1312902176 ]
[ 1425717334, 745488235 ]
[ 2900785991, 3504368150 ]
[ 3897344005, 4096416549 ]
[ 1624445243, 85851890 ]
[ 2803516188, 1475067498 ]
[ 3415204820, 3468634952 ]
[ 1801958886, 458347126 ]
[ 2476294110, 1316321711 ]
[ 3747236077, 3424780298 ]
[ 1459457412, 897126569 ]
[ 3577702911, 740073646 ]
[ 2780415068, 552045223 ]
[ 750971164, 2347024358 ]
[ 1704355052, 328143678 ]
[ 3170246015, 3532252074 ]
[ 635509021, 3325725930 ]
[ 1437798223, 3989580409 ]
[ 891833505, 3241067729 ]
[ 2617693131, 2753085731 ]
[ 281054565, 1271732213 ]
[ 3606399762, 819766621 ]
[ 2702066725, 1007949856 ]
[ 640434194, 1056618172 ]
[ 2658260722, 1716446270 ]
[ 2159359291, 3031554053 ]
[ 519616595, 4243254682 ]
[ 1595909495, 2562280619 ]
[ 18494106, 3636065846 ]
[ 960488372, 2107701909 ]
[ 2573222465, 3426589971 ]
[ 1355629741, 2980635093 ]
[ 3966058660, 1613967743 ]
[ 2946281320, 3077451663 ]
[ 2178196203, 3013145597 ]
[ 3029126604, 4177407450 ]
[ 1324445017, 954225303 ]
[ 4170481442, 721018186 ]
[ 2416185433, 3394856819 ]
[ 4018636392, 989196017 ]
[ 2265668823, 1774577426 ]
[ 921823510, 1954217712 ]
[ 848171389, 1276095174 ]
[ 1696871686, 1519657859 ]
[ 2834374037, 1828606985 ]
[ 378426121, 4182967603 ]
[ 3314299875, 1149445430 ]
[ 2561654937, 1347851161 ]
[ 554541896, 1515486593 ]
[ 3091972452, 1440963232 ]
[ 3752242669, 337768857 ]
[ 235828344, 1666584885 ]
[ 3328563293, 2307042260 ]
[ 3557082445, 958200173 ]
[ 3320586572, 483635651 ]
[ 138432475, 428938908 ]
[ 2499761468, 1007420771 ]
[ 4185878477, 566797633 ]
[ 1009895574, 942227545 ]
[ 4267301197, 1095434459 ]
[ 3812270772, 828291464 ]
[ 2677112359, 2577351483 ]
[ 775581456, 3790528365 ]
[ 931807355, 3628087030 ]
[ 1649028501, 4157679622 ]
[ 1554384826, 1098579792 ]
[ 1607009775, 3798027757 ]
[ 1838468633, 18736012 ]
[ 3932793644, 351574656 ]
[ 2765957414, 1054881939 ]
[ 3463311611, 2486042418 ]
[ 3362313058, 1110818152 ]
[ 2559134951, 3953358219 ]
[ 3907059001, 415418407 ]
[ 1733224651, 1898509599 ]
[ 301054200, 301801002 ]
[ 2255523323, 2395030985 ]
[ 1990921479, 3605520852 ]
[ 560378786, 2492551935 ]
[ 115625785, 1856917937 ]
[ 1679426775, 588212337 ]
[ 2656179198, 3633191241 ]
[ 2359695382, 2134241800 ]
[ 60185136, 753294272 ]
[ 2232111849, 3151163109 ]
[ 930010633, 4029552564 ]
[ 3203706837, 1267024719 ]
[ 1823654753, 2898527172 ]
[ 3519579808, 3388266720 ]
[ 652756108, 1711951888 ]
[ 1781904580, 1203608734 ]
[ 3061155125, 3339710127 ]
[ 2357021809, 2622444164 ]
[ 2606432133, 846695340 ]
[ 269683988, 4014830198 ]
[ 1750232295, 1911251349 ]
[ 1526471711, 232563470 ]
[ 2405756488, 1296026476 ]
[ 1887248814, 3921334421 ]
[ 3344612051, 674327904 ]
[ 1719875276, 3464557208 ]
[ 1162015584, 959755850 ]
[ 1446366260, 2032767547 ]
[ 2511501333, 812587896 ]
[ 1136786502, 2779917744 ]
[ 74702289, 3440140001 ]
[ 3900243847, 1253947152 ]
[ 3223676602, 709335997 ]
[ 3053706970, 450755847 ]
[ 797176572, 3950957103 ]
[ 250578698, 1932739231 ]
[ 2290430928, 3533210378 ]
[ 4189004246, 2523692604 ]
[ 267166075, 3375601402 ]
[ 1832480558, 2892092908 ]
[ 702119153, 867735025 ]
[ 3752029094, 2827196889 ]
[ 779663644, 3450812693 ]
[ 2402719457, 981036380 ]
[ 1306764034, 232993450 ]
[ 2339570769, 3305990470 ]
[ 4262896354, 2691064842 ]
[ 211242169, 3152900723 ]
[ 1364343094, 1112157486 ]
[ 529522896, 1575210299 ]
[ 2354256045, 2679150938 ]
[ 391703119, 3285427727 ]
[ 308183229, 3546516836 ]
[ 933878974, 3334648682 ]
[ 316006860, 405779980 ]
[ 71494848, 557791828 ]
[ 1068529277, 1672941138 ]
[ 2160034573, 3187903241 ]
[ 851293877, 903180343 ]
[ 2515902733, 3037903330 ]
[ 3761408452, 1118524260 ]
[ 9684374, 2547661196 ]
[ 1406688090, 851511292 ]
[ 3370524040, 2967294847 ]
[ 2525521527, 2972964996 ]
[ 4109834473, 2566694922 ]
[ 1791253983, 3883402534 ]
[ 2122762140, 3285044670 ]
[ 1403863176, 3278347510 ]
[ 3686119128, 1249536877 ]
[ 1065763717, 2897680915 ]
[ 2637142630, 1262143645 ]
[ 3581091384, 4018763544 ]
[ 3851177811, 1634514014 ]
[ 2783480804, 1937547769 ]
[ 4021988965, 1450048362 ]
[ 3138155814, 1929626067 ]
[ 1976944746, 186390877 ]
[ 3260462037, 837169264 ]
[ 1443577698, 2681750714 ]
[ 3589511695, 1757621640 ]
[ 3051709459, 2822270981 ]
[ 2337744726, 310976607 ]
[ 648096280, 3927061874 ]
[ 1890464568, 1773050770 ]
[ 3204589891, 3964687189 ]
[ 2122802635, 3917709887 ]
[ 883836279, 1207447342 ]
[ 2415246349, 2400668442 ]
[ 2672158353, 2120238948 ]
[ 4064669509, 1760386636 ]
[ 3568088101, 805933269 ]
[ 468719379, 4202625980 ]
[ 2718416383, 1146565206 ]
[ 96847557, 3515402 ]
[ 463321078, 778838209 ]
[ 1732776869, 3824989513 ]
[ 2724389551, 3058348217 ]
[ 226094668, 1475469536 ]
[ 1882690421, 1751965780 ]
[ 1729817234, 2533783657 ]
[ 2006623185, 695606238 ]
[ 1140640421, 298577398 ]
[ 2915108578, 3137915036 ]
[ 2168650146, 3415921371 ]
[ 1678316568, 1630821997 ]
[ 1836804956, 3523783219 ]
[ 542434148, 3853480758 ]
[ 2359165327, 412341954 ]
[ 3255407314, 1786939394 ]
[ 3134579036, 2800254009 ]
[ 1988081604, 928047164 ]
[ 445655023, 1029253030 ]
[ 3278820951, 442618464 ]
[ 2311135330, 2317774922 ]
[ 2833355370, 957659607 ]
[ 879321380, 1181128297 ]
[ 2071824931, 1443948851 ]
[ 742544974, 711634478 ]
[ 3487347055, 2950479156 ]
[ 1110270729, 3167017477 ]
[ 2853129139, 3372053040 ]
[ 3532348557, 1330967475 ]
[ 190510444, 3078402565 ]
[ 3232145735, 3105237522 ]
[ 603945331, 3872470654 ]
[ 1194787223, 1555033865 ]
[ 2103257463, 2979692614 ]
[ 3443681270, 2370628321 ]
[ 3967871441, 21752534 ]
[ 3137457749, 3645820926 ]
[ 3707733050, 1018797051 ]
[ 2416300294, 637776611 ]
[ 274844565, 728992305 ]
[ 3624808962, 3234262834 ]
[ 2273881902, 1866803519 ]
[ 1241041362, 997176957 ]
[ 2147397664, 1272508307 ]
[ 1341243869, 3865310450 ]
[ 4284640452, 2712918707 ]
[ 351791519, 1672958661 ]
[ 3876942434, 399487408 ]
[ 2257683677, 3276974606 ]
[ 277588213, 2408074400 ]
[ 688602083, 4001360175 ]
[ 2276381000, 73775679 ]
[ 423828344, 1674172608 ]
[ 3874558636, 2182049956 ]
[ 515222196, 2816145984 ]
[ 2395636940, 3962171009 ]
[ 3886127873, 2936979312 ]
[ 1922787808, 768408227 ]
[ 1435102862, 3223069434 ]
[ 269959808, 1993749257 ]
[ 1467025068, 911158259 ]
[ 3085766737, 2795249899 ]
[ 1582399783, 90167386 ]
[ 2107964897, 1390139493 ]
[ 965127677, 3425098876 ]
[ 3188918426, 755240083 ]
[ 2493578247, 4072476511 ]
[ 852841182, 1579202748 ]
[ 40748135, 503941297 ]
[ 577502574, 318111627 ]
[ 169492925, 2738719274 ]
[ 1291092067, 4122965896 ]
[ 1787756464, 3503941289 ]
[ 2245866959, 4148817146 ]
[ 2782160362, 1266824710 ]
[ 4127259941, 2107752057 ]
[ 4054538476, 1072278906 ]
[ 2064805497, 3559361557 ]
[ 1653447704, 3478740106 ]
[ 3477874527, 2193060868 ]
[ 2230049013, 1444122879 ]
[ 4229956016, 3257787908 ]
[ 2619471459, 3175884697 ]
[ 3043559962, 3863401547 ]
[ 3939035811, 164890093 ]
[ 2760266283, 1855121973 ]
[ 1810120745, 3905638773 ]
[ 3365181164, 2485747586 ]
[ 4057691306, 1344065255 ]
[ 2270879580, 1313899411 ]
[ 1843176717, 3225524081 ]
[ 3408499086, 3192618290 ]
[ 1807876825, 412837252 ]
[ 954244342, 320833565 ]
[ 972416449, 357542627 ]
[ 3723858561, 620159687 ]
[ 3820647158, 4079502148 ]
[ 2583411793, 2303472795 ]
[ 545847554, 1043871214 ]
[ 1922511480, 413973295 ]
[ 1410976831, 2055129975 ]
[ 4180702446, 2265916192 ]
[ 3829008718, 316941558 ]
[ 1491274869, 541381009 ]
[ 1285488883, 2047208131 ]
[ 3546575358, 2623193705 ]
[ 3064249461, 3541573429 ]
[ 3227675163, 2691001169 ]
[ 1663612609, 4153914781 ]
[ 2379565867, 3425382357 ]
[ 2269122311, 1536842798 ]
[ 2801537595, 296129344 ]
[ 3218997770, 513527444 ]
[ 1046625179, 1149598000 ]
[ 2582655836, 3352420802 ]
[ 226429427, 3567398053 ]
[ 531569280, 198297260 ]
[ 1437170755, 1811194203 ]
[ 1795104061, 3976349895 ]
[ 3771652134, 2809159848 ]
[ 2671226530, 2576755956 ]
[ 2521420374, 3684887230 ]
[ 1186903812, 2901617530 ]
[ 143079327, 1005728629 ]
[ 632714938, 3131808228 ]
[ 4049926421, 1793064729 ]
[ 2276444260, 2751978628 ]
[ 1864607475, 3173671488 ]
[ 3378245896, 3317016905 ]
[ 3446059487, 2433539114 ]
[ 572546530, 288064103 ]
[ 4093704491, 2201056518 ]
[ 4121424312, 224922920 ]
[ 327201050, 3616617644 ]
[ 511079038, 624640778 ]
[ 3643360142, 3760598918 ]
[ 70224313, 1591885653 ]
[ 1126383802, 2504551049 ]
[ 2254745797, 1053541337 ]
[ 2370872113, 4087267566 ]
[ 313865177, 1877185355 ]
[ 691847951, 846373118 ]
[ 2378705726, 2937702632 ]
[ 2720274182, 446282202 ]
[ 254072177, 3109325101 ]
[ 4177213023, 3621285793 ]
[ 3713373058, 1549083683 ]
[ 2069832724, 1876212195 ]
[ 3450228466, 3739154121 ]
[ 1207179001, 3603692070 ]
[ 3128308421, 1660740517 ]
[ 3125201108, 2987750522 ]
[ 1808906227, 679299679 ]
[ 3312619332, 3492944214 ]
[ 218337547, 2572803599 ]
[ 1068295779, 2745526293 ]
[ 620713402, 206019366 ]
[ 2259378074, 4005388299 ]
[ 2987946114, 427999009 ]
[ 1898096124, 3883211406 ]
[ 992739848, 3643978047 ]
[ 3111589343, 2412058402 ]
[ 3710623587, 3661245255 ]
[ 739322130, 151893249 ]
[ 3898844605, 3810909653 ]
[ 819966380, 4183777013 ]
[ 805498005, 2470603521 ]
[ 4071034380, 3352472989 ]
[ 1940422234, 2730257071 ]
[ 4102043106, 3241188093 ]
[ 1326257034, 2412452275 ]
[ 2997103989, 4255312211 ]
[ 3231304611, 2629495153 ]
[ 2732404185, 948881663 ]
[ 3629374926, 1923384723 ]
[ 605217281, 3662175878 ]
[ 2643304642, 751859949 ]
[ 284496863, 1068382783 ]
[ 1017431299, 371564354 ]
[ 1702169997, 4271843045 ]
[ 4244969697, 2459234369 ]
[ 4273659021, 3148231589 ]
[ 661607344, 1359259700 ]
[ 4153971895, 3271327927 ]
[ 411343090, 766183239 ]
[ 2426409799, 3925668983 ]
[ 1775738186, 4124669844 ]
[ 1293896241, 2035015716 ]
[ 3024078883, 1025284460 ]
[ 1233767596, 2822463710 ]
[ 2789080356, 930218140 ]
[ 3224661676, 2789688207 ]
[ 4003732150, 2667034379 ]
[ 3994809879, 2402329983 ]
[ 1477646314, 853859667 ]
[ 2756729033, 3002311463 ]
[ 3624256440, 302159258 ]
[ 3889095860, 36307921 ]
[ 1823547831, 1701546356 ]
[ 438051816, 1238305824 ]
[ 3205060340, 2385148699 ]
[ 3648388046, 1896666508 ]
[ 3710902949, 3626721679 ]
[ 3768452777, 3527577038 ]
[ 3202096390, 19276772 ]
[ 2324916301, 2242024426 ]
[ 3426533620, 348196413 ]
[ 1157350914, 2638813832 ]
[ 843985026, 3804707623 ]
[ 3505670744, 764873522 ]
[ 3290437269, 4222155648 ]
[ 4167027241, 315607344 ]
[ 3130997681, 817554086 ]
[ 2421694111, 2644400923 ]
[ 4168107192, 3321668037 ]
[ 373551419, 1316972007 ]
[ 1855837579, 4133468115 ]
[ 2389307270, 3371851616 ]
[ 4285876163, 3516426260 ]
[ 2745144244, 1097283283 ]
[ 1535988960, 3583197057 ]
[ 3451934310, 1824717309 ]
[ 2593324144, 3745800882 ]
[ 635557518, 1579858038 ]
[ 3025798614, 1491635961 ]
[ 26821967, 2631397624 ]
[ 152291688, 2619405401 ]
[ 1112929966, 3159463330 ]
[ 3516719700, 1037529117 ]
[ 4168197628, 3353469669 ]
[ 3316607317, 1985289072 ]
[ 2801904778, 2959237975 ]
[ 3504670401, 2511160356 ]
[ 2188953758, 1382485805 ]
[ 3175137365, 1123117804 ]
[ 1292775832, 1660856492 ]
[ 2782513560, 2634581420 ]
[ 4194910661, 1491915628 ]
[ 100737777, 3487058471 ]
[ 4198026391, 3102277442 ]
[ 3850571247, 328018613 ]
[ 2178735217, 2844044027 ]
[ 3021339193, 2712353169 ]
[ 2641673957, 1078666846 ]
[ 3904790679, 2876693803 ]
[ 514548042, 4157714127 ]
[ 3135346403, 3167548393 ]
[ 4258507351, 3213448174 ]
[ 320521333, 1222332069 ]
[ 238558486, 2836594080 ]
[ 386500769, 2257662446 ]
[ 3355814432, 3477216827 ]
[ 129460450, 328164506 ]
[ 3770118205, 2279062550 ]
[ 2031256860, 26852707 ]
[ 1943173528, 3939793578 ]
[ 2476349412, 1827281307 ]
[ 2419605567, 1505679286 ]
[ 2925049593, 3068717925 ]
[ 2795755922, 730304146 ]
[ 3023254506, 45824490 ]
[ 2530990413, 610762230 ]
[ 543151596, 3175331353 ]
[ 1229937506, 3659541264 ]
[ 1653231185, 358858428 ]
[ 999770435, 3613460054 ]
[ 3017259615, 2141307434 ]
[ 3422206125, 3873844570 ]
[ 180250981, 4012710373 ]
[ 1078351347, 3070124242 ]
[ 2322508392, 3266474520 ]
[ 2862687563, 2742528245 ]
[ 956104489, 654212207 ]
[ 4143748653, 1752645981 ]
[ 3637034852, 1879739412 ]
[ 2150758886, 3119004831 ]
[ 3049505595, 580753989 ]
[ 1473029089, 3886330774 ]
[ 2587698869, 2326994800 ]
[ 535729324, 2557371612 ]
[ 3513661959, 2613479685 ]
[ 2640447638, 3998749383 ]
[ 3296171513, 2377729290 ]
[ 1685032406, 2400451202 ]
[ 3499953527, 3892641389 ]
[ 1098231997, 3532703882 ]
[ 2789442272, 1548623371 ]
[ 3359797478, 3888751865 ]
[ 3484712423, 2803157549 ]
[ 3370327869, 703007224 ]
[ 2000557434, 3432420744 ]
[ 1222219797, 2597447044 ]
[ 1176070243, 3572014927 ]
[ 1028366383, 2940364429 ]
[ 3180776311, 293077438 ]
[ 2756718376, 1730856283 ]
[ 2827436470, 1855247021 ]
[ 3606387696, 736745518 ]
[ 2098619031, 936671139 ]
[ 3684704728, 2656244144 ]
[ 2171360530, 635845144 ]
[ 2450885811, 1977401122 ]
[ 132902580, 2651235347 ]
[ 895071747, 1904057210 ]
[ 3437769974, 1767654694 ]
[ 932334584, 2540563574 ]
[ 2023149223, 2748398686 ]
[ 953402381, 3015224427 ]
[ 209461851, 3025319467 ]
[ 287211957, 4218130456 ]
[ 3416404708, 1242747686 ]
[ 3866486158, 111951267 ]
[ 3221438015, 2174774681 ]
[ 1296446146, 37502096 ]
[ 256490375, 1207832091 ]
[ 1357842305, 3474321157 ]
[ 1249960901, 51220802 ]
[ 1829360799, 3517862095 ]
[ 2496406387, 2016231159 ]
[ 3466689504, 2697888156 ]
[ 680271948, 3445151341 ]
[ 106948249, 1319717594 ]
[ 2402857304, 156787769 ]
[ 767258636, 506526058 ]
[ 2343843332, 2852270074 ]
[ 1206522855, 1246602218 ]
[ 1872034953, 4126524488 ]
[ 631277933, 1026309610 ]
[ 1755015264, 2329258894 ]
[ 3802880408, 2341166059 ]
[ 2551762300, 1652702889 ]
[ 3869547560, 2278910778 ]
[ 1541260358, 207685923 ]
[ 1557100477, 195021507 ]
[ 4156525402, 384991072 ]
[ 2616578580, 753512211 ]
[ 2827531155, 1023164255 ]
[ 3967609262, 595534288 ]
[ 2557280088, 855385002 ]
[ 2990220649, 334915630 ]
[ 3289074579, 1327409908 ]
[ 2714965492, 2537580881 ]
[ 323104758, 3499041933 ]
[ 3026116618, 2696440850 ]
[ 1066205030, 1886169002 ]
[ 165428421, 4153638011 ]
[ 2993251618, 1672069268 ]
[ 4132184469, 683628432 ]
[ 4209604438, 3796828750 ]
[ 2044647445, 3527636186 ]
[ 670341326, 1835907333 ]
[ 228860229, 3132958143 ]
[ 1487338742, 3562282385 ]
[ 746141259, 599867359 ]
[ 1907324026, 133609311 ]
[ 3867140302, 2201372739 ]
[ 2480448020, 3440444679 ]
[ 2825109771, 1327593268 ]
[ 1719005702, 2649238225 ]
[ 2554031731, 435128905 ]
[ 4140882249, 72825476 ]
[ 2799578391, 3969510763 ]
[ 4156300828, 3405825531 ]
[ 1414488993, 656338017 ]
[ 2910199435, 3939590201 ]
[ 2267650493, 493670121 ]
[ 3912499208, 3883151599 ]
[ 746686674, 2342946252 ]
[ 4168805766, 1805932906 ]
[ 3227586120, 2419098448 ]
[ 1235294467, 804188774 ]
[ 508068003, 3333801246 ]
[ 1474148279, 3363712212 ]
[ 4289483086, 88132507 ]
[ 2941184144, 1629198050 ]
[ 328206054, 398303332 ]
[ 52410385, 2169720501 ]
[ 705769706, 3197903719 ]
[ 1790810510, 1216638898 ]
[ 2745300696, 1817268576 ]
[ 3539020220, 1750446306 ]
[ 2497855637, 1220189250 ]
[ 3340400495, 2846226741 ]
[ 2385451039, 279779156 ]
[ 3573483563, 3431066233 ]
[ 1386855369, 2510254175 ]
[ 2484522639, 3991135720 ]
[ 3502083086, 370622451 ]
[ 353217217, 48878380 ]
